Date,Meal,Foods,Food code
3/13/2023,Dinner,"Chicken nuggets, from frozen",24198736
3/13/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
3/13/2023,Snack,"Yogurt, Greek, low fat milk, fruit",11434010
3/13/2023,Snack,"Snack cake, white",53109200
3/14/2023,Breakfast,"Yogurt, Greek, with oats",11435100
3/14/2023,Breakfast,"Raspberries, raw",63219000
3/14/2023,Lunch,"Pasta, cooked",56130000
3/14/2023,Lunch,"Carrots, raw",73101010
3/14/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
3/14/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
3/14/2023,Snack,"Crackers, whole grain, sandwich, peanut butter filled",54328120
3/14/2023,Snack,"Candy, fruit snacks",91746300
3/15/2023,Breakfast,Cream of rice,56205050
3/15/2023,Breakfast,"Blueberries, raw",63203010
3/15/2023,Lunch,"Quesadilla, cheese only",58104710
3/15/2023,Lunch,"Cucumber, raw",75111000
3/15/2023,Dinner,Alfredo sauce with poultry,14650180
3/15/2023,Dinner,"Pasta, cooked",56130000
3/15/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
3/15/2023,Snack,"Snack bar, oatmeal",53712000
3/16/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
3/16/2023,Breakfast,"Blackberries, raw",63201010
3/16/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
3/16/2023,Lunch,"Celery, raw",75109000
3/16/2023,Dinner,"Enchilada, no meat",58102840
3/16/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
3/16/2023,Snack,"Chocolate candy, candy shell",91746100
3/17/2023,Breakfast,"Oatmeal, multigrain",56203610
3/17/2023,Breakfast,"Peach, raw",63135010
3/17/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
3/17/2023,Lunch,"Carrots, raw",73101010
3/17/2023,Dinner,"Chicken nuggets, from frozen",24198736
3/17/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
3/17/2023,Snack,"Pretzel chips, hard, plain",54408105
3/17/2023,Snack,"Candy, fruit leather",91746350
3/18/2023,Breakfast,"Yogurt, Greek, with oats",11435100
3/18/2023,Breakfast,"Plum, raw",63143010
3/18/2023,Lunch,"Pasta, cooked",56130000
3/18/2023,Lunch,"Cucumber, raw",75111000
3/18/2023,Dinner,"Chicken nuggets, from frozen",24198736
3/18/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
3/18/2023,Snack,"Crackers, cheese",54304000
3/18/2023,Snack,"Chocolate candy, peanut butter filled",91705530
3/19/2023,Breakfast,Cream of rice,56205050
3/19/2023,Breakfast,"Raspberries, raw",63219000
3/19/2023,Lunch,"Quesadilla, cheese only",58104710
3/19/2023,Lunch,"Celery, raw",75109000
3/19/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
3/19/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
3/19/2023,Snack,"Yogurt, Greek, low fat milk, fruit",11434010
3/19/2023,Snack,"Snack cake, white",53109200
3/20/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
3/20/2023,Breakfast,"Blueberries, raw",63203010
3/20/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
3/20/2023,Lunch,"Carrots, raw",73101010
3/20/2023,Dinner,Alfredo sauce with poultry,14650180
3/20/2023,Dinner,"Pasta, cooked",56130000
3/20/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
3/20/2023,Snack,"Crackers, whole grain, sandwich, peanut butter filled",54328120
3/20/2023,Snack,"Candy, fruit snacks",91746300
3/21/2023,Breakfast,"Oatmeal, multigrain",56203610
3/21/2023,Breakfast,"Blackberries, raw",63201010
3/21/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
3/21/2023,Lunch,"Cucumber, raw",75111000
3/21/2023,Dinner,"Enchilada, no meat",58102840
3/21/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
3/21/2023,Snack,"Snack bar, oatmeal",53712000
3/22/2023,Breakfast,"Yogurt, Greek, with oats",11435100
3/22/2023,Breakfast,"Peach, raw",63135010
3/22/2023,Lunch,"Pasta, cooked",56130000
3/22/2023,Lunch,"Celery, raw",75109000
3/22/2023,Dinner,"Enchilada, no meat",58102840
3/22/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
3/22/2023,Snack,"Chocolate candy, candy shell",91746100
3/23/2023,Breakfast,Cream of rice,56205050
3/23/2023,Breakfast,"Plum, raw",63143010
3/23/2023,Lunch,"Quesadilla, cheese only",58104710
3/23/2023,Lunch,"Carrots, raw",73101010
3/23/2023,Dinner,"Chicken nuggets, from frozen",24198736
3/23/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
3/23/2023,Snack,"Pretzel chips, hard, plain",54408105
3/23/2023,Snack,"Candy, fruit leather",91746350
3/24/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
3/24/2023,Breakfast,"Raspberries, raw",63219000
3/24/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
3/24/2023,Lunch,"Cucumber, raw",75111000
3/24/2023,Dinner,"Chicken nuggets, from frozen",24198736
3/24/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
3/24/2023,Snack,"Crackers, cheese",54304000
3/24/2023,Snack,"Chocolate candy, peanut butter filled",91705530
3/25/2023,Breakfast,"Oatmeal, multigrain",56203610
3/25/2023,Breakfast,"Blueberries, raw",63203010
3/25/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
3/25/2023,Lunch,"Celery, raw",75109000
3/25/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
3/25/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
3/25/2023,Snack,"Yogurt, Greek, low fat milk, fruit",11434010
3/25/2023,Snack,"Snack cake, white",53109200
3/26/2023,Breakfast,"Yogurt, Greek, with oats",11435100
3/26/2023,Breakfast,"Blackberries, raw",63201010
3/26/2023,Lunch,"Pasta, cooked",56130000
3/26/2023,Lunch,"Carrots, raw",73101010
3/26/2023,Dinner,Alfredo sauce with poultry,14650180
3/26/2023,Dinner,"Pasta, cooked",56130000
3/26/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
3/26/2023,Snack,"Crackers, whole grain, sandwich, peanut butter filled",54328120
3/26/2023,Snack,"Candy, fruit snacks",91746300
3/27/2023,Breakfast,Cream of rice,56205050
3/27/2023,Breakfast,"Peach, raw",63135010
3/27/2023,Lunch,"Quesadilla, cheese only",58104710
3/27/2023,Lunch,"Cucumber, raw",75111000
3/27/2023,Dinner,"Enchilada, no meat",58102840
3/27/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
3/27/2023,Snack,"Snack bar, oatmeal",53712000
3/28/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
3/28/2023,Breakfast,"Plum, raw",63143010
3/28/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
3/28/2023,Lunch,"Celery, raw",75109000
3/28/2023,Dinner,"Chicken nuggets, from frozen",24198736
3/28/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
3/28/2023,Snack,"Chocolate candy, candy shell",91746100
3/29/2023,Breakfast,"Oatmeal, multigrain",56203610
3/29/2023,Breakfast,"Raspberries, raw",63219000
3/29/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
3/29/2023,Lunch,"Carrots, raw",73101010
3/29/2023,Dinner,"Chicken nuggets, from frozen",24198736
3/29/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
3/29/2023,Snack,"Pretzel chips, hard, plain",54408105
3/29/2023,Snack,"Candy, fruit leather",91746350
3/30/2023,Breakfast,"Yogurt, Greek, with oats",11435100
3/30/2023,Breakfast,"Blueberries, raw",63203010
3/30/2023,Lunch,"Pasta, cooked",56130000
3/30/2023,Lunch,"Cucumber, raw",75111000
3/30/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
3/30/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
3/30/2023,Snack,"Crackers, cheese",54304000
3/30/2023,Snack,"Chocolate candy, peanut butter filled",91705530
3/31/2023,Breakfast,"Oatmeal, multigrain",56203610
3/31/2023,Breakfast,"Raspberries, raw",63219000
3/31/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
3/31/2023,Lunch,"Carrots, raw",73101010
3/31/2023,Dinner,Swedish meatballs with cream or white sauce,24198736
3/31/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
3/31/2023,Snack,"Pretzel chips, hard, plain",54408105
3/31/2023,Snack,"Candy, fruit leather",91746350
4/1/2023,Breakfast,"Oatmeal, multigrain",56203610
4/1/2023,Breakfast,"Blackberries, raw",63201010
4/1/2023,Lunch,"Cheese sandwich, American cheese, on white bread",14640002
4/1/2023,Lunch,"Celery, raw",75109000
4/1/2023,Dinner,"Chicken nuggets, from frozen",24198736
4/1/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/1/2023,Snack,"Yogurt, Greek, low fat milk, fruit",11434010
4/1/2023,Snack,"Snack cake, white",53109200
4/2/2023,Breakfast,"Yogurt, Greek, with oats",11435100
4/2/2023,Breakfast,"Peach, raw",63135010
4/2/2023,Lunch,"Pizza, cheese, from frozen, thin crust",58106200
4/2/2023,Lunch,"Carrots, raw",73101010
4/2/2023,Dinner,"Chicken nuggets, from frozen",24198736
4/2/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/2/2023,Snack,"Crackers, whole grain, sandwich, peanut butter filled",54328120
4/2/2023,Snack,"Candy, fruit snacks",91746300
4/3/2023,Breakfast,Cream of rice,56205050
4/3/2023,Breakfast,"Plum, raw",63143010
4/3/2023,Lunch,"Quesadilla, cheese only",58104710
4/3/2023,Lunch,"Cucumber, raw",75111000
4/3/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
4/3/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/3/2023,Snack,"Snack bar, oatmeal",53712000
4/3/2023,Snack,"Candy, gummy",91745010
4/4/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
4/4/2023,Breakfast,"Raspberries, raw",63219000
4/4/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
4/4/2023,Lunch,"Celery, raw",75109000
4/4/2023,Dinner,Alfredo sauce with poultry,14650180
4/4/2023,Dinner,"Pasta, cooked",56130000
4/4/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/4/2023,Snack,"Chocolate candy, candy shell",91746100
4/5/2023,Breakfast,"Oatmeal, multigrain",56203610
4/5/2023,Breakfast,"Blueberries, raw",63203010
4/5/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
4/5/2023,Lunch,"Carrots, raw",73101010
4/5/2023,Dinner,"Enchilada, no meat",58102840
4/5/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/5/2023,Snack,"Pretzel chips, hard, plain",54408105
4/5/2023,Snack,"Candy, fruit leather",91746350
4/6/2023,Breakfast,"Yogurt, Greek, with oats",11435100
4/6/2023,Breakfast,"Blackberries, raw",63201010
4/6/2023,Lunch,"Pizza, cheese, from frozen, thin crust",58106200
4/6/2023,Lunch,"Cucumber, raw",75111000
4/6/2023,Dinner,"Chicken nuggets, from frozen",24198736
4/6/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/6/2023,Snack,"Crackers, cheese",54304000
4/6/2023,Snack,"Chocolate candy, peanut butter filled",91705530
4/7/2023,Breakfast,Cream of rice,56205050
4/7/2023,Breakfast,"Peach, raw",63135010
4/7/2023,Lunch,"Quesadilla, cheese only",58104710
4/7/2023,Lunch,"Celery, raw",75109000
4/7/2023,Dinner,Swedish meatballs with cream or white sauce,24198736
4/7/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/7/2023,Snack,"Yogurt, Greek, low fat milk, fruit",11434010
4/7/2023,Snack,"Snack cake, white",53109200
4/8/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
4/8/2023,Breakfast,"Plum, raw",63143010
4/8/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
4/8/2023,Lunch,"Carrots, raw",73101010
4/8/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
4/8/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/8/2023,Snack,"Crackers, whole grain, sandwich, peanut butter filled",54328120
4/8/2023,Snack,"Candy, fruit snacks",91746300
4/9/2023,Breakfast,"Oatmeal, multigrain",56203610
4/9/2023,Breakfast,"Raspberries, raw",63219000
4/9/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
4/9/2023,Lunch,"Cucumber, raw",75111000
4/9/2023,Dinner,Alfredo sauce with poultry,14650180
4/9/2023,Dinner,"Pasta, cooked",56130000
4/9/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/9/2023,Snack,"Snack bar, oatmeal",53712000
4/9/2023,Snack,"Candy, gummy",91745010
4/10/2023,Breakfast,"Yogurt, Greek, with oats",11435100
4/10/2023,Breakfast,"Blueberries, raw",63203010
4/10/2023,Lunch,"Pizza, cheese, from frozen, thin crust",58106200
4/10/2023,Lunch,"Celery, raw",75109000
4/10/2023,Dinner,"Chicken nuggets, from frozen",24198736
4/10/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/10/2023,Snack,"Chocolate candy, candy shell",91746100
4/11/2023,Breakfast,Cream of rice,56205050
4/11/2023,Breakfast,"Blackberries, raw",63201010
4/11/2023,Lunch,"Quesadilla, cheese only",58104710
4/11/2023,Lunch,"Carrots, raw",73101010
4/11/2023,Dinner,"Enchilada, no meat",58102840
4/11/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/11/2023,Snack,"Pretzel chips, hard, plain",54408105
4/11/2023,Snack,"Candy, fruit leather",91746350
4/12/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
4/12/2023,Breakfast,"Peach, raw",63135010
4/12/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
4/12/2023,Lunch,"Cucumber, raw",75111000
4/12/2023,Dinner,"Chicken nuggets, from frozen",24198736
4/12/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/12/2023,Snack,"Crackers, cheese",54304000
4/12/2023,Snack,"Chocolate candy, peanut butter filled",91705530
4/13/2023,Breakfast,"Oatmeal, multigrain",56203610
4/13/2023,Breakfast,"Plum, raw",63143010
4/13/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
4/13/2023,Lunch,"Celery, raw",75109000
4/13/2023,Dinner,Swedish meatballs with cream or white sauce,24198736
4/13/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/13/2023,Snack,"Yogurt, Greek, low fat milk, fruit",11434010
4/13/2023,Snack,"Snack cake, white",53109200
4/14/2023,Breakfast,"Yogurt, Greek, with oats",11435100
4/14/2023,Breakfast,"Raspberries, raw",63219000
4/14/2023,Lunch,"Pizza, cheese, from frozen, thin crust",58106200
4/14/2023,Lunch,"Carrots, raw",73101010
4/14/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
4/14/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/14/2023,Snack,"Crackers, whole grain, sandwich, peanut butter filled",54328120
4/14/2023,Snack,"Candy, fruit snacks",91746300
4/15/2023,Breakfast,Cream of rice,56205050
4/15/2023,Breakfast,"Blueberries, raw",63203010
4/15/2023,Lunch,"Quesadilla, cheese only",58104710
4/15/2023,Lunch,"Cucumber, raw",75111000
4/15/2023,Dinner,Alfredo sauce with poultry,14650180
4/15/2023,Dinner,"Pasta, cooked",56130000
4/15/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/15/2023,Snack,"Snack bar, oatmeal",53712000
4/15/2023,Snack,"Candy, gummy",91745010
4/16/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
4/16/2023,Breakfast,"Blackberries, raw",63201010
4/16/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
4/16/2023,Lunch,"Celery, raw",75109000
4/16/2023,Dinner,"Enchilada, no meat",58102840
4/16/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/16/2023,Snack,"Chocolate candy, candy shell",91746100
4/17/2023,Breakfast,"Oatmeal, multigrain",56203610
4/17/2023,Breakfast,"Peach, raw",63135010
4/17/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
4/17/2023,Lunch,"Carrots, raw",73101010
4/17/2023,Dinner,"Chicken nuggets, from frozen",24198736
4/17/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/17/2023,Snack,"Pretzel chips, hard, plain",54408105
4/17/2023,Snack,"Candy, fruit leather",91746350
4/18/2023,Breakfast,"Yogurt, Greek, with oats",11435100
4/18/2023,Breakfast,"Plum, raw",63143010
4/18/2023,Lunch,"Pizza, cheese, from frozen, thin crust",58106200
4/18/2023,Lunch,"Cucumber, raw",75111000
4/18/2023,Dinner,Swedish meatballs with cream or white sauce,24198736
4/18/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/18/2023,Snack,"Crackers, cheese",54304000
4/18/2023,Snack,"Chocolate candy, peanut butter filled",91705530
4/19/2023,Breakfast,Cream of rice,56205050
4/19/2023,Breakfast,"Raspberries, raw",63219000
4/19/2023,Lunch,"Quesadilla, cheese only",58104710
4/19/2023,Lunch,"Celery, raw",75109000
4/19/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
4/19/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/19/2023,Snack,"Yogurt, Greek, low fat milk, fruit",11434010
4/19/2023,Snack,"Snack cake, white",53109200
4/20/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
4/20/2023,Breakfast,"Blueberries, raw",63203010
4/20/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
4/20/2023,Lunch,"Carrots, raw",73101010
4/20/2023,Dinner,Alfredo sauce with poultry,14650180
4/20/2023,Dinner,"Pasta, cooked",56130000
4/20/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/20/2023,Snack,"Crackers, whole grain, sandwich, peanut butter filled",54328120
4/20/2023,Snack,"Candy, fruit snacks",91746300
4/21/2023,Breakfast,"Oatmeal, multigrain",56203610
4/21/2023,Breakfast,"Blackberries, raw",63201010
4/21/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
4/21/2023,Lunch,"Cucumber, raw",75111000
4/21/2023,Dinner,"Enchilada, no meat",58102840
4/21/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/21/2023,Snack,"Snack bar, oatmeal",53712000
4/21/2023,Snack,"Candy, gummy",91745010
4/22/2023,Breakfast,"Yogurt, Greek, with oats",11435100
4/22/2023,Breakfast,"Peach, raw",63135010
4/22/2023,Lunch,"Pizza, cheese, from frozen, thin crust",58106200
4/22/2023,Lunch,"Celery, raw",75109000
4/22/2023,Dinner,"Chicken nuggets, from frozen",24198736
4/22/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/22/2023,Snack,"Chocolate candy, candy shell",91746100
4/23/2023,Breakfast,Cream of rice,56205050
4/23/2023,Breakfast,"Plum, raw",63143010
4/23/2023,Lunch,"Quesadilla, cheese only",58104710
4/23/2023,Lunch,"Carrots, raw",73101010
4/23/2023,Dinner,"Chicken nuggets, from frozen",24198736
4/23/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/23/2023,Snack,"Pretzel chips, hard, plain",54408105
4/23/2023,Snack,"Candy, fruit leather",91746350
4/24/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
4/24/2023,Breakfast,"Raspberries, raw",63219000
4/24/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
4/24/2023,Lunch,"Cucumber, raw",75111000
4/24/2023,Dinner,Swedish meatballs with cream or white sauce,24198736
4/24/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/24/2023,Snack,"Crackers, cheese",54304000
4/24/2023,Snack,"Chocolate candy, peanut butter filled",91705530
4/25/2023,Breakfast,"Oatmeal, multigrain",56203610
4/25/2023,Breakfast,"Blueberries, raw",63203010
4/25/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
4/25/2023,Lunch,"Celery, raw",75109000
4/25/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
4/25/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/25/2023,Snack,"Yogurt, Greek, low fat milk, fruit",11434010
4/25/2023,Snack,"Snack cake, white",53109200
4/26/2023,Breakfast,"Yogurt, Greek, with oats",11435100
4/26/2023,Breakfast,"Blackberries, raw",63201010
4/26/2023,Lunch,"Pizza, cheese, from frozen, thin crust",58106200
4/26/2023,Lunch,"Carrots, raw",73101010
4/26/2023,Dinner,Alfredo sauce with poultry,14650180
4/26/2023,Dinner,"Pasta, cooked",56130000
4/26/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/26/2023,Snack,"Crackers, whole grain, sandwich, peanut butter filled",54328120
4/26/2023,Snack,"Candy, fruit snacks",91746300
4/27/2023,Breakfast,Cream of rice,56205050
4/27/2023,Breakfast,"Peach, raw",63135010
4/27/2023,Lunch,"Quesadilla, cheese only",58104710
4/27/2023,Lunch,"Cucumber, raw",75111000
4/27/2023,Dinner,"Enchilada, no meat",58102840
4/27/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/27/2023,Snack,"Snack bar, oatmeal",53712000
4/27/2023,Snack,"Candy, gummy",91745010
4/28/2023,Breakfast,"Cream of wheat, regular or quick, made with water, no added fat",56207016
4/28/2023,Breakfast,"Plum, raw",63143010
4/28/2023,Lunch,"Pasta with cream sauce, ready-to-heat",58146383
4/28/2023,Lunch,"Celery, raw",75109000
4/28/2023,Dinner,"Chicken nuggets, from frozen",24198736
4/28/2023,Dinner,"Broccoli, cauliflower and carrots, cooked, fat added",75330090
4/28/2023,Snack,Cereal or granola bar (KIND Fruit and Nut Bar),53710810
4/28/2023,Snack,"Chocolate candy, candy shell",91746100
4/29/2023,Breakfast,"Oatmeal, multigrain",56203610
4/29/2023,Breakfast,"Raspberries, raw",63219000
4/29/2023,Lunch,"Cheese sandwich, American cheese, on white bread",79878737
4/29/2023,Lunch,"Carrots, raw",73101010
4/29/2023,Dinner,Swedish meatballs with cream or white sauce,24198736
4/29/2023,Dinner,"Corn, frozen, cooked with butter or margarine",75216138
4/29/2023,Snack,"Pretzel chips, hard, plain",54408105
4/29/2023,Snack,"Candy, fruit leather",91746350
4/30/2023,Breakfast,"Yogurt, Greek, with oats",11435100
4/30/2023,Breakfast,"Blueberries, raw",63203010
4/30/2023,Lunch,"Pizza, cheese, from frozen, thin crust",58106200
4/30/2023,Lunch,"Cucumber, raw",75111000
4/30/2023,Dinner,"Chicken tenders or strips, breaded, from frozen",24198747
4/30/2023,Dinner,"Peas and carrots, frozen, cooked, fat added",73111222
4/30/2023,Snack,"Crackers, cheese",54304000
4/30/2023,Snack,"Chocolate candy, peanut butter filled",91705530
